Rank,username,Youtube_Url,Name,Category,Amount_Subscribers,Country,Avg_Views,Avg_Likes,Avg_Comments
543,fcbarcelona,http://youtube.com/channel/UC14UlmYlSNiQCBe9Eookf_A,FC Barcelona,Sports,13500000,United States,130700,9700,328
544,The World Adventures हिन्दी,http://youtube.com/channel/UCr8EWTz_8ljPyE27CiSbsGw,The World Adventures हिन्दी,Daily vlogs,13500000,,24800,1300,41
545,Hongyu ASMR 홍유,http://youtube.com/channel/UCxtLc0Jqq3SKBWlIXM_OC9g,Hongyu ASMR 홍유,ASMR,13500000,United States,1700000,17600,492
546,MazhavilManorama,http://youtube.com/channel/UCUPD0jQo-EP0B1Nf4uzeIMA,Mazhavil Manorama,,13500000,India,19600,248,6
547,crashcourse,http://youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q,CrashCourse,Science & Technology,13500000,United States,27600,1300,34
548,gmmchannel,http://youtube.com/channel/UCTP5z0kFg6-nPcZ79gTC67Q,GMM25Thailand,,13500000,Thailand,2900,36,1
549,Dan Rhodes,http://youtube.com/channel/UC6D1L2vxEAg_Vi0JSxMBDgA,Dan Rhodes,AnimationToys,13500000,India,544700,54700,404
550,infobells,http://youtube.com/channel/UCU_AsfgtKjwR4qaSwgsWn-w,infobells,AnimationToys,13500000,,17100,103,
551,Kurt Hugo Schneider,http://youtube.com/channel/UCplkk3J5wrEl0TNrthHjq4Q,Kurt Hugo Schneider,,13500000,United States,369600,2000,137
552,Zig & Sharko,http://youtube.com/channel/UCcKJJuOe2tOqgrKw0Gks-sw,Zig & Sharko,,13500000,,208000,1600,
553,SrtaLynaV,http://youtube.com/channel/UC-cnbLlplnXA4oc7rR21qzg,Lyna,MoviesAnimation,13500000,Mexico,405600,28600,2100
554,boplayhard,http://youtube.com/channel/UC4IMfO_--bwBaNgWeoLxAgg,PlayHard,,13500000,Brazil,479900,50100,124
555,AzzyLand,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw,AzzyLand,Animation,13400000,United States,210700,7500,611
556,Online Job,http://youtube.com/channel/UCL3IoeeHKzWMxZxhmnmETjw,Online Job,,13300000,India,7100,310,45
557,ZEE5,http://youtube.com/channel/UCXOgAl4w-FQero1ERbGHpXQ,ZEE5,,13300000,India,1500,21,1
558,H2ODelirious,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw,H2ODelirious,AnimationVideo games,13300000,United States,137800,8300,251
559,GallinaPintadita,http://youtube.com/channel/UCKdEsgHiM0SulsFXm7QMJAg,Gallina Pintadita,Animation,13300000,,870500,3100,
560,Aadishakti Films,http://youtube.com/channel/UC1Ekm042kfOFJyKaTIYOVIA,Aadishakti Films,Music & Dance,13300000,,35400,900,107
561,Narins Beauty,http://youtube.com/channel/UCWXYdNyGX01rnTB-tQci8JQ,Narins Beauty,,13300000,Iraq,2400000,202300,9300
562,FAPtivi,http://youtube.com/channel/UC0jDoh3tVXCaqJ6oTve8ebA,FAPTV,AnimationHumor,13300000,United States,1400000,20700,353
563,Kim Loaiza,http://youtube.com/channel/UCgmUtgxaeaT6CSHc70AQMEg,Kim Loaiza,Music & Dance,13300000,Mexico,19000000,979100,67100
564,TV Ana Emilia,http://youtube.com/channel/UCdPyv-GXDxlOeonqYKtKMSQ,TV Ana Emilia,,13300000,Mexico,194200,11000,1100
565,telemundotv,http://youtube.com/channel/UCajrNVKvG2xVlVcSr3GcsDA,Telemundo,,13300000,Argentina,5100,72,8
566,ABCNews,http://youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,News & Politics,13300000,United States,6500,86,79
567,5-Minute Crafts Recycle,http://youtube.com/channel/UCCLVg6BI7NxDIp6GFKfFGFw,5-Minute Crafts Recycle,,13300000,India,56500,476,13
568,AtlanticVideos,http://youtube.com/channel/UCe4LM_eKc9ywRmVuBm5pjQg,Atlantic Records,Music & Dance,13300000,United States,0,,
569,MyMissAnand,http://youtube.com/channel/UCpCWa9f5_J3PqY-_Lg-_QfQ,MyMissAnand,MoviesHumor,13300000,India,2300000,73100,
570,MY FAMILY,http://youtube.com/channel/UC4B6dDVB0Umrh5l4UgxUtyg,MY FAMILY,,13300000,India,9400000,41700,393
571,iloveindianmakeup,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ,Anaysa,MoviesHumor,13300000,India,535100,21400,1000000
572,Jake Fellman,http://youtube.com/channel/UCEnqwW6f7bYidXHAI13hhMA,Jake Fellman,,13300000,United States,589600,26600,101
573,JD Pantoja,http://youtube.com/channel/UCrEsfMzcv3zFZkaSj8jsB2g,JD Pantoja,Music & Dance,13200000,Mexico,903700,127900,7900
574,Wish 107.5,http://youtube.com/channel/UCdfq8-581QVUtVsa8ChVnDQ,Wish 107.5,Music & Dance,13200000,Philippines,122600,3300,231
575,Matheus Yurley,http://youtube.com/channel/UC-4kjzuh4822B9yPSgpZQgA,Matheus Yurley,,13100000,Brazil,58000,8100,810
576,theRadBrad,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,Video games,13100000,United States,189500,10400,565
577,YOLO,http://youtube.com/channel/UCQ8TuCvcDMepleXFyOQfyOQ,YOLO,,13100000,Mexico,2100000,155200,1500
578,The LaBrant Fam,http://youtube.com/channel/UC4-CH0epzZpD_ARhxCx6LaQ,The LaBrant Fam,Music & DanceHumor,13100000,United States,1300000,37300,
579,Vlad and Niki ARA,http://youtube.com/channel/UCoxoYSL3rFXB7JSELiI5V1w,Vlad and Niki ARA,,13100000,,443000,3500,
580,The Q,http://youtube.com/channel/UCZdGJgHbmqQcVZaJCkqDRwg,The Q,,13100000,United States,36900000,408400,12500
581,Busy Fun Ltd,http://youtube.com/channel/UCkKDpnzIG29MA--Sh6oOtWg,Busy Fun Ltd,,13100000,India,9100000,40500,581
582,Desi Gamers,http://youtube.com/channel/UCuApqv2tNQ73S7gcfrfCSDw,Desi Gamers,,13100000,India,564300,85500,3200
583,123 GO! Spanish,http://youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA,123 GO! Spanish,Animation,13100000,Mexico,319900,4300,87
584,PrestonPlayz,http://youtube.com/channel/UCJZam2u1G0syq3kyqrCXrNw,PrestonPlayz,AnimationVideo games,13100000,United States,2200000,44500,2600
585,SRKASSAMESE,http://youtube.com/channel/UCAH1Aw-mXgcB3t8uaqW4yTA,SRK MUSIC,Music & Dance,13100000,India,45100,1800,83
586,The Shiny Peanut,http://youtube.com/channel/UCgiO267R4Qo-SJF2UzH5ccQ,The Shiny Peanut,,12900000,Indonesia,28000,614,43
587,djzoi0,http://youtube.com/channel/UChPa3fnlI3RKuzEbeEPKRFw,Everson Zoio,MoviesAnimation,12900000,Brazil,256600,36500,3100
588,ETV Jabardasth,http://youtube.com/channel/UCnoqvTW4YZExfDeq7_Wmd-w,ETV Jabardasth,,12900000,India,112100,2100,35
589,Zhong,http://youtube.com/channel/UCyagEfIN1okQ-s996XAqCFQ,Zhong,,12900000,United States,3800000,215500,2100
590,MattSDance,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ,Matt Steffanina,Music & DanceMovies,12900000,United States,176700,8300,93
591,PozzitifonShow,http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg,Поззи,Video games,12900000,Russia,732100,34500,1900
592,DALLMYD,http://youtube.com/channel/UCI4fHQkguBNW3SwTqmehzjw,DALLMYD,Mystery,12900000,United States,375000,17100,983
593,MrSuicideSheep,http://youtube.com/channel/UC5nc_ZtjKW1htCVZVRxlQAQ,MrSuicideSheep,,12900000,United States,77000,3600,75
594,JDCav24,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A,ATHLEAN-X™,FitnessHealth & Self Help,12900000,United States,307500,15300,760
595,NishaMadhulika,http://youtube.com/channel/UCgoxyzvouZM-tCgsYzrYtyg,NishaMadhulika,Food & Drinks,12900000,India,162100,4200,686
596,O Que Não Dizer Oficial,http://youtube.com/channel/UC19aAr6UojQesIVCBsXJGIw,O Que Não Dizer Oficial,MoviesAnimation,12900000,Brazil,426800,52900,522
597,twentyonepilots,http://youtube.com/channel/UCBQZwaNPFfJ1gZ1fLZpAEGw,twenty one pilots,Music & Dance,12900000,United States,14800,2300,65
598,typicalgamer,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg,Typical Gamer,Video games,12900000,United States,489900,12400,355
599,Alex Gonzaga Official,http://youtube.com/channel/UC6N-9Wh0DYhDI8sQS7jwjVA,Alex Gonzaga Official,Music & DanceHumor,12900000,Philippines,2800000,111000,2100
600,RedeTVhdBrasil,http://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w,RedeTV,News & Politics,12900000,Brazil,2800,93,3
601,MstrJames,http://youtube.com/channel/UCjgpFI5dU-D1-kh9H1muoxQ,Hacksmith,Video games,12700000,United States,284800,13400,225
602,Zeinab Harake,http://youtube.com/channel/UC-j7tR3DhEt85EM9HbvxXqA,Zeinab Harake,Daily vlogs,12700000,Philippines,3000000,219100,5300
603,Daniel LaBelle,http://youtube.com/channel/UCb8vrqP8Z7Oz9ZTYvUtjUHQ,Daniel LaBelle,,12700000,United States,18300000,584300,4000000
604,OReinho,http://youtube.com/channel/UCooY3HgjOMWoDpIHMDM4ghQ,O Reino Infantil,Music & Dance,12700000,,129300,639,
605,#Refúgio Mental,http://youtube.com/channel/UChYkldqKWymAKTsPku_tDfg,#Refúgio Mental,MoviesAnimation,12700000,Brazil,272000,6400,68
606,The MriDul,http://youtube.com/channel/UC0zXnLIFedO97pFsyMxZcFg,The MriDul,,12700000,India,15200000,389300,26200
607,zeetvtelugu,http://youtube.com/channel/UC3PYGKK29qJ0zu-eEthHK4g,Zee Telugu,,12700000,India,8000,106,2
608,PowerfulJRE,http://youtube.com/channel/UCzQUP1qoWDoEbmsQxvdjxgQ,PowerfulJRE,Daily vlogs,12700000,United States,647500,16500,2300
609,01032010814,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g,TKOR,DIY & Life Hacks,12700000,United States,71600,2000,146
610,Like Nastya Stories,http://youtube.com/channel/UCcqANnGO-HUapcmL2zyEI0g,Like Nastya Stories,,12700000,,105600,788,
611,HusamYK,http://youtube.com/channel/UChDk1SYEDyC4s74mKwfBUKQ,Katakit Baby TV,Music & Dance,12700000,Saudi Arabia,164700,1500,
612,einerdtv,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,MoviesAnimation,12700000,Brazil,293000,42700,1600
613,bbcnews,http://youtube.com/channel/UC16niRr50-MSBwiO3YDb3RA,BBC News,News & Politics,12700000,United Kingdom,115300,1600,1100
614,MusicTalentNow,http://youtube.com/channel/UCDnEa2HC2eeT-cN3pAKnNTw,Top Viral Talent,,12700000,United States,12500,286,14
615,أترو/Atro,http://youtube.com/channel/UCjf3ZSi7xMu8O9frZZ8FEGg,أترو/Atro,,12700000,Iraq,531600,79000,34900
616,BUDI01 GAMING,http://youtube.com/channel/UC8qp0ZmavLOGeSdLxSUZO8w,BUDI01 GAMING,MoviesAnimation,12700000,Indonesia,1500000,107400,6900
617,ГЛЕНТ,http://youtube.com/channel/UCBYvr4SqfGQd5fTmOXVQ4Zw,ГЛЕНТ,Video games,12700000,Russia,2900000,209700,6600
618,Health Time,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw,Health Time,Daily vlogs,12700000,India,2500,97,
619,Vlad and Niki ESP,http://youtube.com/channel/UCZLl7vfqlRjVL4YBHGmLVvQ,Vlad and Niki ESP,,12600000,,473800,3100,
620,MrSirpirriplin,http://youtube.com/channel/UCwohKbRK2QnojtLh3p7xwaA,Ami Rodriguez,,12500000,Colombia,2800000,339900,636
621,Coke Studio,http://youtube.com/channel/UCM1VesJtJ9vTXcMLLr_FfdQ,Coke Studio,Music & DanceMovies,12500000,Pakistan,456100,6400,289
622,jazzghost1,http://youtube.com/channel/UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,AnimationVideo games,12500000,Brazil,1000000,63200,2000000
623,htpunjabi,http://youtube.com/channel/UCHcDpS0TXITVs0ZrBSIsEsA,Lokdhun Punjabi,Music & Dance,12500000,India,2100000,34300,10900
624,Blossom,http://youtube.com/channel/UC2WuPTt0k8yDJpfenggOAVQ,Blossom,,12500000,United States,43000,1100,11
625,Lady Diana,http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ,Lady Diana,Music & Dance,12500000,Russia,1900000,69300,2500
626,tseriesregional,http://youtube.com/channel/UCy2fvV-mH_4AcIgqnLg9uDw,T-Series Regional,Music & Dance,12500000,India,4200,96,9
627,hamaarbhojpuri,http://youtube.com/channel/UCpN-WGQgGsOrXm7nHXDdTDA,T-Series Hamaar Bhojpuri,Music & Dance,12500000,India,22400,592,33
628,JesseAndMike,http://youtube.com/channel/UCV1JuyDF9Re3HyXFGeqnC7Q,JesseAndMike,,12500000,United States,775000,11900,274
629,Crescendo com Luluca,http://youtube.com/channel/UCnrGkE2AmBAv6Vxj6kjf1jg,Crescendo com Luluca,Toys,12500000,Brazil,1100000,50500,4300
630,Dear Sir,http://youtube.com/channel/UC9dyrsYEmD4iGJ8Oz1G5dpw,Dear Sir,Education,12500000,India,119300,8900,1200
631,canalparafernalha,http://youtube.com/channel/UCddYq41_tZ1FnLlguLT6-Ow,Parafernalha,,12500000,Brazil,36500,3100,13
632,BBC,http://youtube.com/channel/UCCj956IF62FbT7Gouszaj9w,BBC,Movies,12500000,United Kingdom,17300,367,26
633,Infobells Bangla,http://youtube.com/channel/UCAWuV9ZZ0itI3WR-JHWIUNQ,Infobells Bangla,Education,12500000,,147800,704,
634,gymvirtual,http://youtube.com/channel/UCfwP2H1CDJvssk6g2pm8EgA,gymvirtual,Music & Dance,12500000,Mexico,84200,3600,72
635,Knowledge Tv हिन्दी,http://youtube.com/channel/UC-iSP6GoVwofKXs6Ei0PdlA,Knowledge Tv हिन्दी,Education,12500000,India,47200,2400,111
636,Melon City Show - برنامج ولاية بطيخ,http://youtube.com/channel/UCDwbDyYQGQuLcyr0_gv1IeQ,Melon City Show - برنامج ولاية بطيخ,,12500000,Iraq,256000,15800,218
637,awakeningrecords,http://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA,Awakening Music,Music & Dance,12500000,Indonesia,19000,1200,92
638,AdexeOficial,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ,Adexe & Nau,Music & Dance,12500000,Mexico,78900,6200,602
639,Piuzinho,http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw,Piuzinho,AnimationHumor,12500000,Brazil,441400,63000,1200
640,MSA previously My Story Animated,http://youtube.com/channel/UCYzEMRKqrh01-tauv7MYyVQ,MSA previously My Story Animated,AnimationHumor,12500000,United States,7700000,187700,6500
641,GoldClassics,http://youtube.com/channel/UCvUctuMp58UD_kQtcWcNCjw,Goldmines Premiere,,12500000,,12500,222,
642,React,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg,People Vs Food,Food & Drinks,12500000,United States,537900,20600,1300
643,zeebangla,http://youtube.com/channel/UCeMsqI6jU9WE2ctsrbxbywQ,Zee Bangla,,12500000,India,24700,337,3
644,RayWilliamJohnson,http://youtube.com/channel/UCGt7X90Au6BV8rf49BiM6Dg,Ray William Johnson,AnimationHumor,12500000,United States,2800000,265900,1700
645,rebeccazamolo1,http://youtube.com/channel/UCfw8x3VR-ElcaWW2Tg_jgSA,Rebecca Zamolo,Video gamesHumor,12500000,United States,4100000,70800,5900
646,Brawl Stars,http://youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,Animation,12500000,United States,6500000,324000,17400
647,Juliana Baltar,http://youtube.com/channel/UCqDauP_ke8Lwt8Hg3Xv-8Iw,Juliana Baltar,MoviesHumor,12500000,Brazil,173000,11500,288
648,TalkingAngelaCat,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw,Talking Angela,Music & Dance,12500000,United States,122600,2800,138
649,StudyIQ IAS,http://youtube.com/channel/UCrC8mOqJQpoB7NuIMKIS6rQ,StudyIQ IAS,Education,12300000,India,9400,517,10
650,karameeshchannel,http://youtube.com/channel/UCZ7V5FSAdPkRjPf64pPx9-Q,karameeshchannel,Music & Dance,12300000,Jordan,206600,2100,
651,Kabita's Kitchen,http://youtube.com/channel/UCChqsCRFePrP2X897iQkyAA,Kabita's Kitchen,,12300000,India,331600,8800,676
652,DisneyChannelUK,http://youtube.com/channel/UCLeuoGy_hUDTBf5Hk0ynrpQ,DisneyChannelUK,MoviesHumor,12300000,,40000,402,
653,Troom Troom PT,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA,Troom Troom PT,Toys,12300000,Brazil,123700,2700,26
654,disneyjunior,http://youtube.com/channel/UCNcdbMyA59zE-Vk668bKWOg,Disney Junior,Music & Dance,12300000,,124200,362,
655,Meghan Trainor,http://youtube.com/channel/UCkXgEcpoTE4tHsebYBouWpA,Meghan Trainor,Music & Dance,12300000,United States,19100,842,60
656,DJ Khaled,http://youtube.com/channel/UC0Kgvj5t_c9EMWpEDWJuR1Q,DJ Khaled,,12300000,United States,0,,
657,LOUD,http://youtube.com/channel/UC7iwNp4GUynlGXvK-6KD0Rw,LOUD,,12300000,Brazil,104800,8700,42
658,elliegoulding,http://youtube.com/channel/UCt-am4x4ZyeohfgM85qFgdQ,elliegoulding,Music & Dance,12300000,United States,9900,801,133
659,Gibby :),http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA,Gibby :),Movies,12300000,Mexico,288400,12200,1200
660,LittleBabyBumEspanol,http://youtube.com/channel/UCHicabXz9rUMWLcdMqBtbxQ,Little Baby Bum en Español,Education,12300000,,79400,,
661,JustForLaughsTV,http://youtube.com/channel/UCpsSadsgX_Qk9i6i_bJoUwQ,Just For Laughs Gags,,12300000,United States,43600,972,38
662,1veritasium,http://youtube.com/channel/UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,Science & Technology,12300000,United States,3300000,175700,17700
663,Bela Bagunça,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw,Bela Bagunça,MoviesAnimation,12300000,Brazil,0,,
664,OficialPeppa,http://youtube.com/channel/UCvD9GB-E4q_TuMpwUtFBhLA,Peppa Pig em Português Brasil - Canal Oficial,MoviesAnimation,12300000,,323300,3200,
665,JOJO TV - Hindi Stories,http://youtube.com/channel/UCAXe-dTMWRcqDdt5pYLwHCA,JOJO TV - Hindi Stories,,12200000,India,100600,713,
666,My Mate Nate,http://youtube.com/channel/UC7rtE7hSTaC8xDf5v_7O1qQ,My Mate Nate,,12100000,Thailand,1600000,52700,1100
667,Blockbuster Movies,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw,Blockbuster Movies,Daily vlogs,12100000,India,163800,1400,27
668,KompasTVNews,http://youtube.com/channel/UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,News & Politics,12100000,Indonesia,6200,48,13
669,thinkmusicindia,http://youtube.com/channel/UCLbdVvreihwZRL6kwuEUYsA,Think Music India,Music & Dance,12100000,India,28600,1300,16
670,Mythpat,http://youtube.com/channel/UCx6F-rETGiz7xf_vkMmX2yQ,Mythpat,,12100000,India,2600000,246300,19100
671,HZHtube Kids Fun,http://youtube.com/channel/UCAgx4HcQIYn9lM0rhtIuH9w,HZHtube Kids Fun,AnimationToys,12100000,,225600,1400,
672,Sony Music South,http://youtube.com/channel/UCn4rEMqKtwBQ6-oEwbd4PcA,Sony Music South,MoviesAnimation,12100000,India,510100,9300,374
673,FIFATV,http://youtube.com/channel/UCpcTrCXblq78GZrTUTLWeBw,FIFA,Sports,12100000,United States,46300,1900,62
674,whoisjimmy,http://youtube.com/channel/UC5f5IV0Bf79YLp_p9nfInRA,How Ridiculous,Video games,12100000,United States,3100000,84700,2900
675,ماشا و الدب,http://youtube.com/channel/UCpm9UA5N0Y9Kv1FJNtnNlJA,ماشا و الدب,,12100000,,1000000,9600,
676,Davie504,http://youtube.com/channel/UCgFvT6pUq9HLOvKBYERzXSQ,Davie504,,12100000,United States,803300,66100,1700
677,TheDodoSite,http://youtube.com/channel/UCINb0wqPz-A0dV9nARjJlOQ,The Dodo,Animals & Pets,12100000,United States,446400,21000,819
678,NormanFaitDesVideos,http://youtube.com/channel/UCww2zZWg4Cf5xcRKG-ThmXQ,NORMAN FAIT DES VIDÉOS,MoviesAnimation,12100000,France,500800,35900,307
679,TheDaniRep,http://youtube.com/channel/UCHIwQiZhIn6fm5b_IilqBbQ,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,AnimationVideo games,12100000,Mexico,134200,8700,159
680,Troom Troom India,http://youtube.com/channel/UCwP0n9or789Y33-JNNe-tlA,Troom Troom India,,12100000,India,207400,1600,24
681,Come Play With Me,http://youtube.com/channel/UCQ00zWTLrgRQJUb8MHQg21A,Come Play With Me,Toys,12100000,,3200000,,
682,officialjassrecords,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g,Jass Records,Music & Dance,12100000,India,33800,2000,22
683,Más SKabeche,http://youtube.com/channel/UC0n5Ihqix8mEqGsjygiJk6Q,Más SKabeche,,12100000,Mexico,3800000,217300,7100
684,officialfuturevideos,http://youtube.com/channel/UCSDvKdIQOwTfcyOimSi9oYA,Future,Music & Dance,12100000,United States,4300000,115500,6300
685,Codiscos,http://youtube.com/channel/UCMt4GuchIJh48XJFB3iyXQQ,Codiscos,Music & Dance,12100000,,27800,554,11
686,ndtv,http://youtube.com/channel/UCZFMm1mMw0F81Z37aaEzTUA,NDTV,News & Politics,11900000,India,5600,80,25
687,Planet Earth INDIA,http://youtube.com/channel/UCMZ1mhXvZEhAEwVtAMmvioA,Planet Earth INDIA,Daily vlogs,11900000,India,35500,1800,114
688,DeGoBooM,http://youtube.com/channel/UCj9rK3jt8qmih4mZX0UL67g,DeGoBooM,MoviesAnimation,11900000,Mexico,581200,24700,261
689,Ice Cream Rolls,http://youtube.com/channel/UCAon55hNT6ESbdQ5y1hRWTA,Ice Cream Rolls,,11900000,United States,51600,2000,96
690,Lulu99,http://youtube.com/channel/UCCyCcRlr_NRDP-JFAhBxq1g,Lulu99,,11900000,Colombia,595000,41300,5400
691,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,http://youtube.com/channel/UCmS8VxPXxv4ToYpw0Yc2PQA,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,,11900000,,3600,15,
692,gmanews,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw,GMA News,News & Politics,11900000,Philippines,7800,94,14
693,YairAuriazul,http://youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ,Yair17,MoviesAnimation,11900000,Mexico,474800,68300,1400
694,colinfurze,http://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw,colinfurze,Video games,11900000,United States,1700000,104300,9400
695,TheInfographicsShow,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA,The Infographics Show,Education,11900000,United States,305200,7700,603
696,Trakin Tech,http://youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,News & Politics,11900000,India,348600,22800,792
697,Troom Troom Indonesia,http://youtube.com/channel/UCtGmhXT_NSTK5j_r9a9xdYA,Troom Troom Indonesia,Music & DanceMovies,11900000,Indonesia,150200,1300,64
698,Panda,http://youtube.com/channel/UCj0sKQk9qjiIfNH22ZBWpxw,Panda,AnimationToys,11900000,India,572200,67300,1000000
699,BanderitaX,http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ,BanderitaX,AnimationVideo games,11900000,Saudi Arabia,2200000,181800,6000000
700,Americanvogue,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA,Vogue,Fashion,11900000,United States,185800,6700,274
701,jordanmatter,http://youtube.com/channel/UCKaCalz5N5ienIbfPzEbYuA,Jordan Matter,Music & DanceHumor,11900000,United States,11500000,180600,23600
702,TTfue,http://youtube.com/channel/UC9lSZSYpDDE18hoFA7YlBpw,Tfue,AnimationVideo games,11900000,United States,169800,7100,376
703,RaptorGamer,http://youtube.com/channel/UCS4OZlj8753fezBtH62TRDg,RaptorGamer,AnimationVideo games,11900000,Mexico,868300,39700,865
704,CHHOTU KI MASTI,http://youtube.com/channel/UCPNH75wRbz-cO-W8732981A,CHHOTU KI MASTI,,11900000,India,2300000,20400,376
705,htbhakti,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA,Sonotek Bhakti,Music & Dance,11900000,India,28500,210,40
706,EU FICO LOKO,http://youtube.com/channel/UCwQSkyrft0ohf-ra21yIs9Q,EU FICO LOKO,,11900000,Brazil,14400,888,15
707,AvrilLavigne,http://youtube.com/channel/UC_k8KFBzEf0uQ8LRFSAgSUA,Avril Lavigne,Music & Dance,11800000,United States,177000,14200,805
708,NichLmao,http://youtube.com/channel/UC6VAIqNQBc7ggiqvsOHOBqw,NichLmao,Daily vlogs,11800000,United States,4900000,353700,2600
709,TastyCompot,http://youtube.com/channel/UC0cWWruNMb95iCBEOzPnjRA,Compot,Video games,11800000,Russia,1200000,56900,2200
710,MBCMASR,http://youtube.com/channel/UCnFKsbAof9fRv614I4wJX_w,MBC مصر,,11700000,Egypt,2000,25,1
711,geonews,http://youtube.com/channel/UC_vt34wimdCzdkrzVejwX9g,Geo News,News & Politics,11700000,Pakistan,3800,53,6
712,TsMadaan,http://youtube.com/channel/UCKjJXmZxk1SiTUQUB28KHpw,TsMadaan,Education,11700000,India,15200,1300,12
713,CNCO,http://youtube.com/channel/UCqtHOqxV71OQ-fmLdI8rBYw,CNCO,Music & Dance,11700000,Mexico,22200,5600,243
714,Kluna Tik,http://youtube.com/channel/UCw5hxC9BldHV8cU8PgbNY9g,Kluna Tik,,11700000,United States,309400,4200,271
715,FrontaL Gaming,http://youtube.com/channel/UCW6fcXU68QShoXPkxnPxATw,FrontaL Gaming,MoviesAnimation,11700000,,190900,13100,635
716,Yudist Ardhana,http://youtube.com/channel/UCvc00uetYIML9D-7BBrEXLA,Yudist Ardhana,Movies,11700000,Indonesia,341800,11500,361
717,MORGENSHTERN,http://youtube.com/channel/UCWnqnojAgMdN0fQpr_xByJw,MORGENSHTERN,Music & DanceMovies,11700000,Russia,1500000,109200,7700
718,TommyInnit,http://youtube.com/channel/UC5p_l5ZeB_wGjO_yDXwiqvw,TommyInnit,AnimationVideo games,11700000,United States,2400000,184700,11300
719,Nat and Essie,http://youtube.com/channel/UCzIdYMdAtTsWucGCZyZvN6w,Nat and Essie,Toys,11700000,United States,25600,259,
720,Dani Russo Tv,http://youtube.com/channel/UCgdnrd2Ae_H07_N8j1l18Xw,Dani Russo Tv,AnimationHumor,11700000,,18100,1900,282
721,DANIEL EL TRAVIESO VIDEOS,http://youtube.com/channel/UCgSk89VX4QiKZsjS25FCBsQ,DANIEL EL TRAVIESO VIDEOS,AnimationHumor,11700000,Colombia,4000000,94800,2700
722,Gulshan Kalra,http://youtube.com/channel/UC56dNUTok1pgvpY75CsJQ4Q,Gulshan Kalra,,11700000,India,3400000,378200,362
723,Technology Gyan,http://youtube.com/channel/UC1tVU8H153ZFO9eRsxdJlhA,Technology Gyan,,11700000,India,582900,39900,1600
724,luansantanaoficial,http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA,Luan Santana,Music & Dance,11700000,Brazil,9800000,83400,3800
725,Natti Natasha,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA,Natti Natasha,Music & Dance,11700000,United States,332200,93800,236
726,Ajay Sharma,http://youtube.com/channel/UCthYQycNvy1TfeTzzR4S2dA,Ajay Sharma,,11700000,India,1400000,83800,195
727,eltreceok,http://youtube.com/channel/UC0DM_mHV2u6dj8ig51GkQwg,El Trece,News & Politics,11700000,,5800,53,15
